estado_empresa,cnae_empresa,capital_empresa,processos_judiciais_empresa,idade_empresa,socios_empresa,fornecedor_empresa
AM,2821601,495659,0,13,1,FOO456
AC,4669901,146032,0,18,2,FOO456
RN,4321500,947393,1,12,2,JJF753
MA,3321000,410441,0,19,1,MEL789
SP,3329599,313222,0,6,2,JJF753
MS,2731700,171849,1,16,2,CABL951
SP,4321500,381723,1,14,3,FOO456
PI,3511501,886425,4,16,4,FOO456
PA,4669901,131507,3,4,2,XPTO123
RS,4669901,572554,1,17,4,FOO456
MT,4221903,682588,0,14,2,JJF753
RO,3511502,871712,1,17,2,JJF753
DF,3511502,740912,1,15,1,XPTO123
MA,4321500,602121,0,2,3,XPTO123
AM,3313901,330627,2,15,4,FOO456
RO,3329599,127046,3,3,1,JJF753
PR,2821602,850001,0,10,1,JJF753
AP,4742300,331330,4,18,1,JJF753
AM,2821601,300279,0,6,3,JJF753
PB,4669999,457081,4,19,3,MEL789
AL,3511501,953759,0,4,1,MEL789
TO,4669901,277617,2,15,2,FOO456
ES,4221903,322173,0,11,1,XPTO123
MS,7112000,673455,0,6,3,CABL951
MG,4322302,127171,0,14,4,FOO456
RJ,4673700,850485,4,10,3,FOO456
PI,2731700,918506,0,12,2,JJF753
RO,2821602,969154,2,10,1,JJF753
RO,4322303,353313,3,18,1,XPTO123
MT,4754703,193236,1,12,3,XPTO123
PI,3511502,203182,0,12,3,CABL951
AC,2821602,474097,1,17,1,XPTO123
PI,4221902,880471,2,10,4,JJF753
PR,4673700,775540,2,19,4,FOO456
DF,4221903,378533,0,3,1,XPTO123
SC,4669901,307257,0,5,1,XPTO123
RO,4754703,296627,0,4,2,XPTO123
DF,7112000,935211,4,2,1,CABL951
TO,4742300,676656,2,3,3,XPTO123
MG,4754703,927386,0,16,4,XPTO123
MT,4221902,218999,4,11,3,MEL789
ES,3511500,888391,0,12,4,CABL951
BA,2821601,965077,0,17,3,CABL951
RJ,3511502,348371,0,21,1,XPTO123
MS,3511501,838209,0,9,3,JJF753
SE,4322303,184161,0,2,4,XPTO123
PR,3511501,811710,0,21,3,JJF753
RS,2731700,467566,0,13,2,FOO456
RJ,2821602,110392,0,14,2,CABL951
SP,3329599,925836,1,11,4,MEL789
PR,4669901,937456,0,7,3,FOO456
RJ,3329599,109647,4,12,2,JJF753
PI,2731700,635695,0,10,1,MEL789
MG,3321000,939445,0,2,4,XPTO123
PR,2821602,230186,0,9,3,MEL789
SP,4669901,666629,3,7,2,MEL789
BA,4321500,856006,3,19,3,XPTO123
AM,4321500,325197,4,19,1,MEL789
CE,4322301,147071,0,11,2,JJF753
DF,4669901,466999,0,12,4,MEL789
SE,4322301,392897,0,8,1,FOO456
CE,3511501,548618,3,16,2,CABL951
RN,2731700,392028,2,5,1,XPTO123
RS,3313901,22389,1,14,4,MEL789
MG,3511502,966129,4,17,1,JJF753
SC,4221902,64181,0,9,1,JJF753
MG,4322303,68343,0,3,3,MEL789
RJ,7112000,135652,1,17,4,FOO456
BA,4669999,496947,0,17,4,XPTO123
BA,2821602,993023,0,21,2,XPTO123
SP,4754703,820474,3,19,2,JJF753
MS,4321500,545430,0,13,2,JJF753
MG,4322301,415495,0,9,2,MEL789
PR,4221903,586384,2,13,1,CABL951
PA,3511501,677857,2,9,4,XPTO123
SE,4321500,464464,0,3,1,FOO456
RS,3511500,412493,2,6,2,MEL789
RR,4742300,712604,3,5,4,JJF753
PA,2731700,193321,3,1,1,FOO456
RO,2821602,590451,0,6,2,CABL951
TO,4754703,526503,0,19,2,JJF753
CE,4322302,669195,3,18,3,FOO456
AC,4321500,280768,0,8,4,CABL951
PE,2731700,450276,0,18,2,MEL789
SP,4321500,507727,0,21,3,JJF753
MG,3511501,901297,2,2,3,FOO456
DF,4322302,616010,0,4,4,CABL951
RO,4322303,967257,2,4,1,XPTO123
MA,7112000,770618,0,4,2,XPTO123
MT,4322301,314298,0,1,2,MEL789
PI,4322302,797654,0,14,2,XPTO123
ES,3511501,406135,0,3,4,FOO456
TO,4321500,548566,0,15,3,FOO456
BA,2731700,451074,0,16,2,MEL789
CE,4322303,757490,0,12,1,XPTO123
MT,4322301,391070,4,19,4,FOO456
ES,3511500,136959,0,4,1,XPTO123
SE,4754703,784845,3,21,4,CABL951
DF,3313901,31877,0,6,4,FOO456
MT,4321500,773564,0,19,1,FOO456
RO,3511500,945799,0,4,2,MEL789
MS,4322302,600035,4,12,1,JJF753
PA,2731700,455609,0,1,4,CABL951
GO,2821601,380719,4,1,1,FOO456
SP,3511501,19170,2,19,2,XPTO123
PI,3511502,381624,0,11,1,MEL789
RS,2821601,144371,2,6,3,CABL951
ES,3321000,849806,2,6,4,FOO456
TO,3313901,41628,0,12,3,MEL789
AL,4322303,753996,4,1,2,JJF753
GO,4742300,982441,0,5,4,FOO456
PA,2821601,988316,0,16,1,FOO456
SE,4322302,638401,0,15,3,CABL951
RN,4669999,299325,0,3,4,MEL789
GO,4742300,445562,0,1,1,JJF753
TO,2821601,648460,0,1,2,JJF753
MG,3511501,296630,0,10,1,CABL951
MT,4754703,355464,0,14,1,JJF753
PE,4742300,725088,3,1,3,FOO456
SC,3313901,798974,3,16,1,XPTO123
RN,2821602,953337,4,4,1,JJF753
AC,4221903,218850,3,21,1,JJF753
SE,4322302,864597,0,1,3,JJF753
ES,3511501,724602,1,9,4,JJF753
CE,4742300,896063,0,17,2,CABL951
BA,4221903,530389,1,7,1,MEL789
PB,4754703,496286,0,10,4,XPTO123
MA,2731700,914673,0,6,3,XPTO123
RS,3511502,877810,0,11,4,XPTO123
PR,4754703,261167,0,1,3,XPTO123
AP,3329599,779875,0,3,4,MEL789
RR,2821601,765019,2,13,3,FOO456
CE,3321000,725887,1,9,1,JJF753
PE,3321000,966475,0,17,2,XPTO123
RR,3329599,818665,3,6,4,FOO456
PI,4742300,681717,0,20,4,XPTO123
TO,2731700,435094,0,17,3,XPTO123
RS,4669999,262356,3,7,3,MEL789
RO,4669999,980568,0,15,3,CABL951
RO,3329599,878595,1,21,2,JJF753
MG,4742300,807563,0,21,1,XPTO123
RS,4669901,62327,3,11,3,FOO456
PA,4742300,624750,0,12,3,XPTO123
RJ,3313901,491222,0,14,2,CABL951
AL,4322301,137861,1,10,2,XPTO123
CE,4221902,619926,4,17,3,CABL951
PB,3511501,316687,0,10,1,JJF753
MS,4321500,232025,0,15,1,FOO456
RJ,4221903,26304,2,16,4,XPTO123
MA,3511502,40557,0,15,1,MEL789
MG,4322303,251355,0,21,2,XPTO123
SE,4221903,561184,1,8,1,FOO456
PA,2821602,944178,0,2,3,JJF753
AL,2821602,901042,0,5,1,FOO456
MA,4669901,718532,2,10,4,CABL951
AL,4321500,981838,0,3,2,FOO456
AL,4669901,160957,0,3,4,CABL951
BA,4221903,349843,1,9,3,FOO456
RN,4221903,949167,4,14,3,XPTO123
AP,3329599,360690,0,16,4,XPTO123
SC,3329599,243894,0,6,4,CABL951
SE,4321500,825933,0,5,4,JJF753
ES,4322301,626618,0,4,1,XPTO123
TO,7112000,90901,0,11,4,FOO456
SE,3511502,482767,1,18,1,JJF753
BA,2821601,505315,0,13,2,FOO456
RS,4742300,195407,0,20,1,CABL951
PI,4742300,319858,0,14,1,FOO456
PI,3511501,510299,4,20,4,FOO456
CE,4322303,496609,3,3,2,XPTO123
MA,2731700,159280,0,21,1,CABL951
SP,3511500,496864,0,5,3,MEL789
SE,4321500,938891,0,14,1,JJF753
CE,3321000,982240,0,1,1,MEL789
MT,3511501,175649,0,9,1,FOO456
RN,3321000,236639,0,10,4,JJF753
PA,2821602,744148,0,9,4,MEL789
AL,4742300,559320,0,17,3,JJF753
RO,4321500,593471,1,2,2,JJF753
MG,4673700,146204,0,9,3,FOO456
RJ,4322301,331489,4,10,3,MEL789
MG,4669999,592943,1,7,1,JJF753
MS,2821601,597980,0,17,4,MEL789
AC,4669999,615396,0,5,1,XPTO123
PE,4669999,752784,4,14,1,CABL951
SP,4673700,956945,4,18,2,JJF753
RO,4321500,681313,2,14,2,MEL789
AM,3321000,136937,0,13,3,JJF753
PB,3511501,702893,2,16,2,FOO456
AM,4742300,167181,0,8,4,FOO456
BA,2821601,316875,2,15,3,FOO456
SE,3313901,672165,4,21,1,XPTO123
AL,4673700,920689,4,7,4,CABL951
MT,4673700,81580,0,11,3,JJF753
TO,2821601,85872,2,11,3,JJF753
MS,3313901,107185,0,12,3,JJF753
RN,2731700,848320,0,3,4,MEL789
CE,2821602,294233,0,18,4,JJF753
PB,4221902,732015,4,8,3,CABL951
GO,4322302,315483,3,18,4,MEL789
AL,4221902,286911,2,9,2,FOO456
PB,4669999,116463,3,20,4,XPTO123
RJ,4322301,138309,0,4,1,JJF753
SC,3511501,85459,3,17,1,CABL951
AM,4321500,171724,0,7,1,JJF753
MT,4669999,178026,0,8,3,CABL951
AC,4321500,497896,0,2,2,CABL951
MT,3511501,230295,1,6,4,CABL951
MG,4322303,581297,0,9,1,FOO456
MS,3511502,320143,3,21,4,FOO456
MS,2821601,40188,1,6,4,XPTO123
MA,3313901,351227,4,2,4,FOO456
RJ,7112000,857786,0,1,3,JJF753
RJ,4322303,498835,0,1,1,FOO456
TO,3511501,539581,0,6,2,CABL951
BA,4669901,69426,0,20,3,JJF753
TO,3511502,48999,0,1,4,CABL951
MT,4754703,192839,3,12,1,CABL951
PB,4742300,877818,0,14,4,XPTO123
MG,3313901,606029,0,21,3,FOO456
MG,3511501,113786,0,18,4,XPTO123
PE,2821602,937627,0,19,4,CABL951
RN,3329599,921395,4,20,2,MEL789
GO,2821602,513542,0,21,2,CABL951
AP,4321500,146618,0,12,1,XPTO123
PR,2821601,619855,0,10,1,XPTO123
BA,4673700,269749,0,20,1,JJF753
ES,2821601,757285,0,9,2,MEL789
SE,4321500,20051,0,9,3,MEL789
ES,4754703,768405,0,18,3,JJF753
PB,4754703,41274,3,10,1,JJF753
RS,2821601,570312,0,15,3,XPTO123
PB,2821602,393079,0,10,1,XPTO123
PE,4322302,439695,0,14,2,FOO456
PE,4669999,467011,2,11,3,MEL789
DF,2821602,684054,0,12,4,FOO456
AM,3511502,321016,4,21,1,FOO456
DF,4669999,362788,0,13,4,FOO456
RS,4221902,877187,3,14,3,MEL789
RO,3321000,89215,0,2,3,XPTO123
MT,4322301,459455,0,7,1,XPTO123
BA,3511502,111139,0,9,2,MEL789
SE,4221903,295222,4,18,2,CABL951
DF,3313901,858758,0,9,4,CABL951
PB,4754703,681572,2,5,2,JJF753
PA,4669901,746403,1,9,3,XPTO123
RS,4321500,568000,0,6,2,CABL951
RJ,4742300,242055,0,1,1,MEL789
RS,4321500,675931,2,16,4,CABL951
DF,4221903,359172,3,19,2,MEL789
BA,3329599,573871,0,18,2,XPTO123
PA,3511501,80542,1,4,2,XPTO123
TO,3321000,76381,0,6,1,FOO456
RS,4669999,284811,4,1,4,MEL789
RS,3511501,922626,4,16,4,CABL951
AC,4322303,36321,2,5,1,CABL951
AP,4322302,75947,3,16,2,JJF753
BA,4669999,974945,0,7,1,JJF753
MA,7112000,557446,0,12,4,XPTO123
CE,3511502,539127,4,10,4,XPTO123
AL,3511500,553960,0,6,2,FOO456
TO,3313901,630221,0,7,4,MEL789
MS,4322302,149175,0,13,3,XPTO123
PB,4321500,425743,0,20,2,JJF753
PR,2821602,355160,0,3,4,FOO456
PA,3321000,776739,2,7,2,XPTO123
BA,3511501,496092,3,10,2,MEL789
SE,4322301,779353,0,4,3,JJF753
RJ,4754703,545196,4,11,1,XPTO123
SE,7112000,739566,0,6,1,CABL951
MS,3329599,473375,1,5,3,JJF753
PB,4221902,458277,4,18,2,XPTO123
PI,4321500,238029,0,17,2,FOO456
MT,4754703,506452,0,1,1,MEL789
GO,2821601,671426,0,17,4,XPTO123
MS,4669999,544083,0,17,1,JJF753
RO,4669999,616344,0,12,3,JJF753
CE,4669999,967287,0,5,3,XPTO123
RR,4321500,30119,3,16,4,MEL789
PI,4669999,609149,0,3,2,JJF753
RR,2821602,230406,0,19,2,FOO456
RN,2731700,517054,1,1,2,JJF753
AP,4322302,325482,3,14,4,CABL951
RO,2731700,778925,2,7,2,JJF753
ES,4321500,985049,4,6,4,MEL789
ES,4669999,168986,1,13,1,CABL951
ES,3511500,229968,0,10,2,XPTO123
RR,2821601,505097,3,8,3,FOO456
GO,2821602,482856,3,6,3,FOO456
SP,4742300,818118,2,1,4,MEL789
AC,4322302,336295,2,6,2,JJF753
PI,3329599,950085,3,4,2,CABL951
PE,4321500,344046,0,18,2,XPTO123
MG,2821601,225318,0,1,3,JJF753
SP,3329599,131106,1,4,2,JJF753
AC,3511501,577346,0,1,4,FOO456
PA,3313901,600088,0,3,3,CABL951
RO,4321500,390757,1,2,3,CABL951
AC,4669901,486888,0,4,3,FOO456
TO,3313901,716787,0,3,4,CABL951
PA,4742300,469320,0,19,1,XPTO123
PA,4669901,818865,2,16,4,FOO456
MA,3329599,434529,3,16,4,CABL951
PE,2821602,604583,0,16,1,CABL951
PI,4322302,27478,3,1,1,CABL951
CE,2731700,739841,4,14,1,XPTO123
PI,4322303,175505,0,14,2,CABL951
ES,4673700,32110,0,9,2,XPTO123
PR,4322303,586065,4,21,3,MEL789
MG,4322303,91810,3,18,4,CABL951
PR,3511501,716035,0,17,1,JJF753
SP,7112000,546031,0,13,2,CABL951
PE,2731700,948883,0,7,1,FOO456
DF,4221902,359075,0,5,1,XPTO123
RJ,4321500,317988,0,1,2,MEL789
MG,4673700,68029,0,20,4,MEL789
MA,4322303,692386,2,20,4,MEL789
DF,2731700,785241,0,16,1,JJF753
SC,3511502,704996,0,19,2,MEL789
MA,4742300,165486,0,5,1,MEL789
PI,4321500,283416,0,13,4,JJF753
RS,3511501,846722,0,8,4,FOO456
PI,4742300,250896,0,19,4,XPTO123
PA,2821602,694085,0,7,2,MEL789
SP,4322303,474945,0,20,3,XPTO123
MS,4742300,914449,0,5,2,MEL789
RO,4673700,828276,0,6,3,CABL951
ES,4221902,21051,2,5,2,XPTO123
ES,4669901,201964,4,16,1,JJF753
AP,4321500,944610,4,4,2,JJF753
SP,4673700,913709,3,8,3,CABL951
MT,4322302,294486,0,19,1,XPTO123
SP,4322303,837770,1,13,1,MEL789
SP,4321500,115254,3,18,4,JJF753
RJ,2731700,541204,4,13,4,MEL789
DF,3329599,327533,0,21,2,CABL951
SP,3329599,321493,0,13,4,XPTO123
SP,4321500,707302,0,17,4,JJF753
MT,3329599,360893,0,5,3,MEL789
AM,4669999,345886,1,4,1,XPTO123
MS,4221902,245318,0,7,4,FOO456
RR,2821602,481723,3,21,1,FOO456
TO,4754703,577049,0,17,2,JJF753
PA,4673700,983087,0,21,3,FOO456
PA,4742300,304452,0,13,1,JJF753
PB,2731700,762187,0,10,2,FOO456
RJ,3511501,586117,0,17,4,XPTO123
AM,3313901,836726,0,16,1,MEL789
AL,4742300,103897,2,13,3,FOO456
SE,4322302,447982,1,5,2,CABL951
SC,3511500,803844,3,13,3,CABL951
PB,3511502,542605,0,14,2,XPTO123
SE,3329599,282256,0,11,1,JJF753
RR,4322302,672837,0,11,1,JJF753
SP,2821602,818482,4,9,1,FOO456
AP,4321500,538065,0,14,1,CABL951
MT,7112000,572017,2,20,4,CABL951
BA,3511502,466753,4,19,1,JJF753
RR,4669999,605954,0,19,3,FOO456
MT,3511501,796083,0,2,1,CABL951
PA,4321500,572337,3,20,2,MEL789
SC,2821601,858272,0,9,2,FOO456
MS,3313901,162128,0,14,1,FOO456
RS,4673700,624499,3,6,2,FOO456
AC,4754703,125938,0,8,1,JJF753
PB,3511500,422687,0,1,3,JJF753
PA,3511501,337082,4,5,1,CABL951
PB,4669999,662269,2,20,1,FOO456
AL,4673700,33130,3,16,4,XPTO123
AP,3511501,577749,1,18,4,MEL789
DF,3511501,242813,3,8,1,MEL789
PI,7112000,653335,0,8,3,XPTO123
AL,3511502,159867,0,13,2,MEL789
MG,4742300,207915,1,1,4,CABL951
SC,3329599,795081,0,1,3,CABL951
AM,3321000,845579,2,9,4,MEL789
AP,4754703,948250,0,12,2,CABL951
SP,2821601,518198,0,17,1,FOO456
MG,4673700,890111,3,15,4,CABL951
AP,4673700,493534,0,13,4,JJF753
MG,4221903,790492,3,18,2,XPTO123
RO,3313901,840551,0,4,4,FOO456
SP,3321000,841153,0,20,1,FOO456
RR,4322301,583587,0,3,2,FOO456
AC,4754703,993779,4,16,1,FOO456
PR,4669999,125314,0,21,2,JJF753
SC,3321000,459973,3,18,4,JJF753
SE,4742300,688011,3,11,4,FOO456
RS,4321500,927346,0,19,1,JJF753
TO,3511501,423590,0,7,1,JJF753
AC,4669999,474787,0,19,1,CABL951
RN,4322303,866341,0,1,1,JJF753
AM,4742300,754906,4,4,2,CABL951
AM,4673700,224774,0,10,1,XPTO123
SP,3511501,934122,0,11,2,JJF753
RR,3321000,68540,4,16,3,CABL951
TO,3511501,180243,0,1,2,FOO456
MT,3511502,522383,0,11,3,XPTO123
MT,4673700,747733,0,10,4,JJF753
RN,4673700,244747,0,12,4,MEL789
SC,3321000,83428,0,19,4,MEL789
RR,4221902,588008,0,14,4,MEL789
PI,3511501,119250,0,1,2,CABL951
PI,4221902,926507,4,10,1,XPTO123
PE,3321000,90762,4,13,2,CABL951
TO,3329599,348895,0,4,4,CABL951
PB,4742300,233499,4,3,2,MEL789
DF,4754703,419644,1,17,4,JJF753
SP,3329599,932239,0,12,4,FOO456
SP,4321500,197899,0,8,4,JJF753
AM,4221902,383588,0,18,1,CABL951
PE,4669999,461742,0,15,4,MEL789
MT,3511502,703461,4,1,2,XPTO123
GO,2821601,30269,0,9,1,FOO456
RS,4322303,718955,0,3,3,CABL951
PI,7112000,275134,0,4,3,MEL789
PR,3329599,427418,0,6,4,XPTO123
DF,4321500,143435,0,7,4,JJF753
RS,2821602,281846,4,5,4,FOO456
AL,2821602,334611,0,6,4,JJF753
GO,4673700,374371,4,14,2,CABL951
SC,7112000,956317,0,6,4,FOO456
PI,4754703,733565,0,3,3,MEL789
TO,2731700,422071,0,4,3,JJF753
RR,4673700,681924,0,12,1,XPTO123
AM,4221903,318571,0,2,2,CABL951
RN,4742300,77322,0,7,4,JJF753
PR,4321500,948228,3,19,2,MEL789
SC,3511501,920591,0,16,3,CABL951
RS,4322301,925433,0,8,2,MEL789
MT,3329599,212985,1,13,3,CABL951
CE,2731700,264519,0,7,3,JJF753
MS,4742300,202849,3,9,1,JJF753
SP,4321500,147146,0,8,2,JJF753
ES,4322301,785012,0,2,2,CABL951
AP,4221903,26545,0,17,3,XPTO123
AM,4754703,922223,0,18,1,XPTO123
RO,4322303,750655,4,18,3,JJF753
AP,4321500,180451,0,16,3,FOO456
PI,4322301,523862,0,17,4,MEL789
RS,2821601,44978,0,8,3,XPTO123
SC,3511501,417654,0,19,1,JJF753
DF,2821601,709643,0,2,1,CABL951
DF,3321000,674710,0,4,4,CABL951
AC,3313901,939330,0,21,2,MEL789
MG,4321500,349372,0,1,1,XPTO123
ES,4322302,551478,4,1,4,FOO456
RS,3511501,383730,0,10,3,XPTO123
SP,2821601,853428,0,6,4,FOO456
MG,4754703,552041,0,16,3,JJF753
TO,3511500,999083,0,16,1,XPTO123
PA,3511500,552077,0,18,1,XPTO123
GO,4321500,311077,0,5,2,XPTO123
GO,4321500,507730,4,7,1,XPTO123
PA,4673700,860810,3,5,1,JJF753
MT,2731700,443562,0,21,1,FOO456
RR,4322303,792357,4,21,2,XPTO123
DF,4321500,832682,0,5,1,MEL789
PI,4669901,367096,1,18,2,CABL951
RJ,4754703,418357,3,20,3,CABL951
AP,4669901,199475,1,16,3,FOO456
RS,2731700,957754,0,8,4,JJF753
RR,2731700,823856,0,14,4,XPTO123
AP,4322303,219756,0,21,3,FOO456
AC,3511501,480530,0,17,2,JJF753
SP,4742300,833093,0,16,4,MEL789
RR,4673700,20602,4,18,4,CABL951
SE,4321500,93777,3,6,3,XPTO123
TO,4321500,953727,0,20,3,FOO456
CE,2821601,904533,0,7,2,XPTO123
PI,3511500,319254,3,2,4,MEL789
SE,4669999,184283,1,14,3,MEL789
TO,3511501,306913,4,7,4,MEL789
TO,7112000,917481,0,17,2,CABL951
AP,2821602,33708,2,20,3,FOO456
ES,2731700,556249,0,13,4,FOO456
PB,4221902,117028,2,20,4,JJF753
PR,3321000,129282,4,14,2,MEL789
SP,4322303,889316,0,18,3,CABL951
PI,4221903,287719,0,7,3,JJF753
CE,4322301,702403,0,16,1,JJF753
MA,4321500,437779,0,4,4,CABL951
CE,4322301,491217,1,19,1,FOO456
PI,4322302,615809,0,17,2,JJF753
MG,4221903,284493,0,8,4,FOO456
BA,3511500,928979,2,12,3,XPTO123
RO,4322303,284047,2,9,2,FOO456
CE,4221903,113126,0,7,4,FOO456
CE,3321000,740357,0,3,3,FOO456
PA,2731700,591827,2,1,4,CABL951
AM,3511501,347450,2,10,4,FOO456
MT,7112000,186378,3,4,3,XPTO123
BA,2821602,576856,2,8,4,JJF753
PB,4322302,517102,2,14,1,CABL951
TO,4221903,365663,0,8,4,JJF753
TO,7112000,321928,3,6,1,XPTO123
MA,2731700,483818,0,18,1,FOO456
PI,2821602,131880,0,2,2,JJF753
BA,3511501,359268,3,18,1,MEL789
AC,4669999,786141,0,6,2,MEL789
SC,4221902,479359,0,4,4,MEL789
AM,4321500,622649,3,11,3,JJF753
PR,4221902,598768,0,20,3,CABL951
BA,4321500,375476,3,19,4,XPTO123
AP,4322302,713264,0,17,4,JJF753
PE,4321500,379322,0,20,2,CABL951
PB,4321500,56308,4,11,2,MEL789
PE,2821602,958126,0,15,1,XPTO123
GO,4754703,460339,0,5,4,CABL951
PA,4322303,726092,0,12,3,XPTO123
RN,3511501,117601,0,11,1,MEL789
MS,3313901,663384,0,12,4,JJF753
ES,4669901,570415,1,4,2,FOO456
MT,2821601,571914,0,4,3,FOO456
PE,2821602,877224,2,1,3,JJF753
RJ,2731700,510751,0,2,3,MEL789
CE,4322301,983733,0,16,3,MEL789
MG,3321000,57614,0,17,3,JJF753
PI,3511502,713092,0,6,2,MEL789
RO,4322302,910548,0,16,2,FOO456
AL,3313901,349997,0,6,2,JJF753
DF,3329599,501547,0,4,4,CABL951
SC,3511501,531541,0,5,1,FOO456
PE,3511502,720689,0,8,2,XPTO123
SE,3511501,457900,3,5,4,MEL789
TO,4322301,417082,2,18,1,MEL789
DF,4669901,258059,3,21,4,JJF753
RN,4221902,433759,4,19,1,XPTO123
RJ,3329599,711925,0,14,3,XPTO123
MA,4754703,991141,2,12,1,FOO456
AC,2821601,157279,4,4,3,MEL789
CE,2821601,622131,0,11,3,JJF753
RN,4673700,128206,0,7,4,CABL951
BA,4742300,685444,0,8,2,MEL789
PA,4321500,628578,4,6,2,MEL789
BA,4742300,664916,0,4,2,JJF753
CE,4321500,538443,0,6,3,FOO456
TO,4669999,838520,0,5,1,MEL789
TO,3511500,852135,4,9,3,CABL951
ES,2821601,187200,0,11,3,CABL951
MA,3511500,756842,0,19,4,JJF753
MS,3511502,771985,0,16,4,MEL789
PE,4742300,11059,0,10,3,CABL951
TO,4669901,994226,0,15,4,CABL951
MG,4322302,696718,3,13,3,JJF753
GO,3511500,92200,2,20,2,JJF753
MG,7112000,943584,0,17,3,XPTO123
AM,3321000,708478,0,16,4,CABL951
PB,2731700,75711,0,3,2,JJF753
MT,2821601,885834,0,20,2,MEL789
AM,4322301,350293,0,10,3,JJF753
DF,4322303,377624,0,12,2,XPTO123
MT,2731700,683899,0,10,3,CABL951
DF,4321500,886956,0,14,1,JJF753
PB,4322301,960067,0,7,1,XPTO123
GO,2821602,914866,3,4,4,FOO456
PR,4321500,132628,0,21,3,JJF753
MT,4322303,928472,4,7,3,JJF753
TO,3511500,979408,0,19,3,MEL789
RS,7112000,266971,0,12,2,XPTO123
PR,3511501,887745,0,15,3,XPTO123
DF,3329599,203470,0,7,1,FOO456
SC,4321500,20316,0,13,3,XPTO123
PE,3321000,944337,1,3,1,JJF753
PR,3511501,707442,0,15,3,FOO456
TO,3511500,366276,3,14,2,JJF753
PE,3321000,996197,0,21,4,XPTO123
SC,3511501,971755,4,12,4,CABL951
MG,7112000,576215,3,5,3,JJF753
AP,2821602,494741,0,21,4,XPTO123
RJ,4754703,585404,0,18,3,CABL951
MA,4673700,770512,0,11,2,CABL951
AL,4322301,150052,4,5,3,FOO456
MT,4221902,238871,3,20,1,MEL789
SE,3329599,582515,1,21,2,FOO456
MA,4322303,287862,0,11,2,FOO456
PB,4669901,914431,3,19,3,MEL789
RR,4321500,886174,3,8,3,XPTO123
TO,3321000,971037,3,1,4,XPTO123
AP,4321500,511787,0,15,3,XPTO123
AL,4742300,828521,1,17,3,MEL789
RS,2731700,224914,2,11,4,XPTO123
PA,2821602,301398,1,19,4,JJF753
AP,4321500,953717,1,10,1,MEL789
PR,4322302,428695,2,10,3,JJF753
AM,4742300,171657,0,16,3,FOO456
SC,3313901,320497,0,5,2,FOO456
PA,2821601,253135,0,9,1,FOO456
PB,3511502,458988,0,2,3,CABL951
RJ,3511501,962446,2,14,1,JJF753
RO,4322302,29046,0,1,3,JJF753
PI,4754703,527034,2,3,3,JJF753
RO,2821602,132651,2,2,3,FOO456
SC,2821602,740464,0,4,2,XPTO123
AL,2821602,303539,0,10,3,XPTO123
PE,4221903,27080,3,12,4,MEL789
MA,3321000,82142,3,7,1,XPTO123
AC,4754703,20542,0,13,3,CABL951
PR,3511502,274587,0,1,4,MEL789
AP,4221902,525716,0,10,3,FOO456
PI,2731700,748659,0,19,1,XPTO123
PA,4322302,395413,2,21,4,JJF753
MA,3511501,437891,2,12,3,FOO456
AC,3511500,765150,0,2,1,FOO456
SC,2821602,641949,3,12,3,MEL789
PI,3511501,970640,1,8,1,JJF753
TO,3329599,92194,0,10,3,MEL789
MS,2731700,192280,1,20,1,CABL951
MA,4321500,462256,2,10,3,JJF753
RN,4669901,450272,0,20,3,MEL789
DF,4321500,980879,1,5,3,MEL789
TO,3321000,339288,0,17,3,MEL789
RR,3511502,162303,0,5,2,MEL789
RR,4221903,399867,0,10,2,JJF753
MT,4322302,658744,0,6,1,CABL951
MS,7112000,242269,0,6,3,JJF753
ES,4322301,888298,4,12,4,XPTO123
RJ,2821602,639534,0,2,3,XPTO123
RJ,4321500,875283,1,9,2,JJF753
MS,4322302,665292,3,6,2,CABL951
RS,4669901,643930,3,6,1,FOO456
RO,3313901,947178,3,12,1,FOO456
MG,4221902,234285,0,3,2,CABL951
MA,4321500,20702,0,15,3,FOO456
RS,2821602,149649,0,19,4,CABL951
SP,2731700,564435,0,7,4,JJF753
MA,3321000,384127,4,16,2,FOO456
BA,4742300,554468,0,10,4,MEL789
AP,4754703,143876,0,19,1,JJF753
MA,2821601,28268,1,19,4,JJF753
AP,3329599,871680,1,11,4,XPTO123
AP,7112000,615176,3,11,4,MEL789
MT,2821601,523700,0,20,4,XPTO123
BA,4321500,357078,1,17,4,XPTO123
GO,3313901,532482,0,1,2,CABL951
GO,2821601,551521,0,3,3,FOO456
CE,4321500,925299,0,8,2,XPTO123
MT,4322301,696288,0,21,3,CABL951
AC,4669999,16232,0,14,2,XPTO123
MA,4321500,548157,0,8,2,CABL951
PB,3511500,222226,0,12,2,CABL951
PE,3321000,735976,4,18,2,CABL951
CE,2821602,481750,0,12,1,MEL789
MS,4221902,601330,0,18,1,JJF753
RJ,4322301,312208,2,6,1,JJF753
RO,4754703,642259,2,16,1,XPTO123
SP,4322303,754108,2,1,1,FOO456
BA,4221903,306235,0,20,2,JJF753
MA,3511500,582451,0,17,2,CABL951
CE,4669999,14707,0,3,1,MEL789
AL,4754703,75415,0,12,4,CABL951
RN,4221903,134083,0,1,4,FOO456
GO,2731700,26863,0,13,4,XPTO123
AL,3329599,846345,0,21,4,FOO456
PB,3511501,239320,3,15,3,CABL951
RJ,4669901,936531,1,19,4,XPTO123
